pupil,pupil_d1,RT,nSubj,cong,incong,crep,wrep,repalt,cae,accm1,ntrial
1.58725321292877,-2.14986276626587,1.90550984477027,1,-0.333895102395179,-0.332822634186201,-0.330881977427098,-0.179817169705327,-0.609110872784842,-0.221234870537766,-0.0211429446912824,1
1.62892079353333,-0.828469514846802,-0.995605859407511,1,-0.333895102395179,-0.332822634186201,-0.330881977427098,-0.179817169705327,0.390889127215158,-0.221234870537766,-0.0211429446912824,2
1.99353003501892,-1.04175400733948,-0.995605859407511,1,0.666104897604821,-0.332822634186201,0.669118022572902,-0.179817169705327,-0.609110872784842,-0.221234870537766,-0.0211429446912824,3
1.09320557117462,-1.94786274433136,-1.82477811414496,1,0.666104897604821,-0.332822634186201,-0.330881977427098,-0.179817169705327,0.390889127215158,0.778765129462234,-0.0211429446912824,4
0.978035449981689,1.84817016124725,-3.41492380486196,1,0.666104897604821,-0.332822634186201,-0.330881977427098,-0.179817169705327,0.390889127215158,0.778765129462234,-0.0211429446912824,5
1.19217395782471,-0.326733618974686,-2.76747615223277,1,-0.333895102395179,-0.332822634186201,0.669118022572902,-0.179817169705327,-0.609110872784842,-0.221234870537766,0.978857055308718,7
1.24450814723969,-0.541230380535126,-2.67700676972013,1,0.666104897604821,-0.332822634186201,-0.330881977427098,-0.179817169705327,0.390889127215158,-0.221234870537766,-0.0211429446912824,8
1.12293148040771,0.419528543949127,0.0986566948988372,1,-0.333895102395179,0.667177365813799,-0.330881977427098,0.820182830294673,-0.609110872784842,-0.221234870537766,-0.0211429446912824,9
1.42790853977203,0.0929339453577995,0.0636370524262426,1,0.666104897604821,-0.332822634186201,-0.330881977427098,-0.179817169705327,0.390889127215158,-0.221234870537766,-0.0211429446912824,10
0.645174920558929,-0.422324538230896,-0.115119929095534,1,-0.333895102395179,0.667177365813799,0.669118022572902,-0.179817169705327,-0.609110872784842,-0.221234870537766,-0.0211429446912824,11
1.45898044109344,0.666013360023499,-0.521810472635769,1,-0.333895102395179,-0.332822634186201,0.669118022572902,-0.179817169705327,-0.609110872784842,-0.221234870537766,-0.0211429446912824,12
1.28161334991455,-0.615278303623199,-0.0160376704955796,1,-0.333895102395179,0.667177365813799,-0.330881977427098,-0.179817169705327,0.390889127215158,-0.221234870537766,-0.0211429446912824,13
0.413559287786484,-2.11078715324402,-1.24989600330217,1,0.666104897604821,-0.332822634186201,0.669118022572902,-0.179817169705327,-0.609110872784842,-0.221234870537766,-0.0211429446912824,14
0.102733545005322,0.238232180476189,0.660251651824685,1,-0.333895102395179,0.667177365813799,-0.330881977427098,-0.179817169705327,0.390889127215158,-0.221234870537766,0.978857055308718,16
0.652428925037384,-0.00648063793778419,-0.836274259397998,1,-0.333895102395179,0.667177365813799,-0.330881977427098,-0.179817169705327,0.390889127215158,0.778765129462234,-0.0211429446912824,17
0.775572299957275,-0.81914359331131,-0.581196417297267,1,0.666104897604821,-0.332822634186201,-0.330881977427098,-0.179817169705327,0.390889127215158,-0.221234870537766,-0.0211429446912824,18
-0.674634039402008,0.497493445873261,-0.691879394117819,1,-0.333895102395179,-0.332822634186201,0.669118022572902,-0.179817169705327,-0.609110872784842,-0.221234870537766,-0.0211429446912824,19
-0.169898003339767,-1.24720442295074,3.02288041548383,1,-0.333895102395179,0.667177365813799,-0.330881977427098,-0.179817169705327,0.390889127215158,-0.221234870537766,-0.0211429446912824,20
0.744594514369965,0.9816033244133,0.737913097660159,1,-0.333895102395179,0.667177365813799,-0.330881977427098,-0.179817169705327,0.390889127215158,0.778765129462234,-0.0211429446912824,21
0.481482565402985,1.01321828365326,0.0195253844970402,1,-0.333895102395179,-0.332822634186201,0.669118022572902,-0.179817169705327,-0.609110872784842,-0.221234870537766,-0.0211429446912824,22
0.552108466625214,1.30036413669586,0.261827391155728,1,-0.333895102395179,0.667177365813799,-0.330881977427098,-0.179817169705327,0.390889127215158,-0.221234870537766,-0.0211429446912824,23
0.831749618053436,0.540672600269318,0.730199375151718,1,-0.333895102395179,0.667177365813799,-0.330881977427098,-0.179817169705327,0.390889127215158,0.778765129462234,-0.0211429446912824,24
0.246655091643333,-2.20917582511902,-1.18234103012127,1,-0.333895102395179,-0.332822634186201,0.669118022572902,-0.179817169705327,-0.609110872784842,-0.221234870537766,-0.0211429446912824,25
